Academy College (Bloomington, MN)
Texas A & M University-Kingsville (Kingsville, TX)
Texas A&M University (College Station, TX)
Texas A&M University-Central Texas (Killeen, TX)
Texas A&M University-San Antonio (San Antonio, TX)
Texas A&M University-Texarkana (Texarkana, TX)
Texas Barber College (Houston, TX)
Texas Beauty College (Haltom city, TX)
Texas Chiropractic College Foundation Inc (Pasadena, TX)
Texas Christian University (Fort Worth, TX)
Texas College (Tyler, TX)
Texas College of Cosmetology-Abilene (Abilene, TX)
Texas College of Cosmetology-Lubbock (Lubbock, TX)
Texas College of Cosmetology-San Angelo (San Angelo, TX)
Texas County Technical College (Houston, MO)
Texas Health School (Houston, TX)
Texas Health and Science University (Austin, TX)
Texas Healthtech Institute (Beaumont, TX)
Texas Lutheran University (Seguin, TX)
Texas Southern University (Houston, TX)
Texas Southmost College (Brownsville, TX)
Texas State Technical College (Waco, TX)
Texas State University (San Marcos, TX)
Texas Tech University (Lubbock, TX)
Texas Tech University Health Sciences Center (Lubbock, TX)
Texas Tech University Health Sciences Center-El Paso (El Paso, TX)
Texas Tech University System Administration (Lubbock, TX)
Texas Wesleyan University (Fort Worth, TX)
Texas Woman's University (Denton, TX)
Textures Institute of Cosmetology (Indianapolis, IN)
Thaddeus Stevens College of Technology (Lancaster, PA)
Thanh Le College School of Cosmetology (Garden Grove, CA)
The  Beauty Institute (Allentown, PA)
The Academy of Hair Design Six (Hattiesburg, MS)
The Ailey School (New York, NY)
The Art Institute of Atlanta (Atlanta, GA)
The Art Institute of Austin (Bastrop, TX)
The Art Institute of Houston (Houston, TX)
The Art Institute of San Antonio (San Antonio, TX)
The Art Institute of Virginia Beach (Virginia Beach, VA)
The Baptist College of Florida (Graceville, FL)
The Barber School (Midvale, UT)
The Beauty Institute (Stroudsburg, PA)
The Beauty Institute (West  Palm Beach, FL)
The Beauty Institute-Ambler (Ambler, PA)
The Beauty School (Mountain Home, AR)
The Chicago School of Professional Psychology at Anaheim (Anaheim, CA)
The Chicago School of Professional Psychology at Los Angeles (Los Angeles, CA)
The Chicago School of Professional Psychology at San Diego (San Diego, CA)
The Chicago School of Professional Psychology at Washington DC (Washington, DC)
The Chicago School of Professional Psychology at Xavier University of Louisiana (New Orleans, LA)
The Christ College of Nursing and Health Sciences (Cincinnati, OH)
The Chrysm Institute of Esthetics (Virginia Beach, VA)
The Collective School Of Music (New York, NY)
The College of Health Care Professions-Austin (Austin, TX)
The College of Health Care Professions-Dallas (Dallas, TX)
The College of Health Care Professions-Fort Worth (Fort Worth, TX)
The College of Health Care Professions-McAllen Campus (McAllen, TX)
The College of Health Care Professions-Northwest (Houston, TX)
The College of Health Care Professions-San Antonio (San Antonio, TX)
The College of Health Care Professions-South San Antonio (San Antonio, TX)
The College of Health Care Professions-Southwest Houston (Houston, TX)
The College of Idaho (Caldwell, ID)
The College of New Jersey (Ewing, NJ)
The College of Saint Rose (Albany, NY)
The College of Westchester (White Plains, NY)
The College of Wooster (Wooster, OH)
The College of the Florida Keys (Key West, FL)
The Continents University of Arts and Sciences (Orlando, FL)
The Creative Center (Omaha, NE)
The Creative Circus (Atlanta, GA)
The Culinary School of Fort Worth (Fort Worth, TX)
The Esthetic Institute (Vienna, VA)
The Evergreen State College (Olympia, WA)
The Fab School (Rancho Cucamonga, CA)
The General Theological Seminary (New York, NY)
The Hair Academy LLC (Fayetteville, TN)
The Healthcare Institute (San Antonio, TX)
The International Culinary Center (New York, NY)
The Juilliard School (New York, NY)
The King's College (New York, NY)
The King's University (Southlake, TX)
The Landing School (Arundel, ME)
The Master's University and Seminary (Santa Clarita, CA)
The Michigan Barber School (Detroit, MI)
The Modern College of Design (Kettering, OH)
The New School Center for Media (Albany, NY)
The North Coast College (Lakewood, OH)
The Ohio State University (Columbus, OH)
The Pennsylvania State University (University Park, PA)
The Professional Cosmetology Academy (Laredo, TX)
The Recording Conservatory of Austin (Austin, TX)
The Salon Professional Academy-Altoona (Altoona, PA)
The Salon Professional Academy-Battle Creek (Battle Creek, MI)
The Salon Professional Academy-Colorado Springs (Colorado Springs, CO)
The Salon Professional Academy-Delray Beach (Delray Beach, FL)
The Salon Professional Academy-Evansville (Evansville, IN)
The Salon Professional Academy-Ft Myers (Fort Myers, FL)
The Salon Professional Academy-Georgetown (Georgetown, TX)
The Salon Professional Academy-Grand Junction (Grand Junction, CO)
The Salon Professional Academy-Huntsville (Huntsville, AL)
The Salon Professional Academy-Lewisville (Lewisville, TX)
The Salon Professional Academy-Melbourne (Melbourne, FL)
The Salon Professional Academy-Nampa (Nampa, ID)
The Salon Professional Academy-Nashville (Nashville, TN)
The Salon Professional Academy-North Little Rock (Sherwood, AR)
The Salon Professional Academy-San Jose (San Jose, CA)
The Salon Professional Academy-St Charles (St. Charles, MO)
The Salon Professional Academy-Tonawanda (Tonawanda, NY)
The Salon Professional Academy-Washington DC (Washington, DC)
The Santa Barbara and Ventura Colleges of Law at Santa Barbara (Santa Barbara, CA)
The Santa Barbara and Ventura Colleges of Law at Ventura (Ventura, CA)
The School of Architecture (Paradise Valley, AZ)
The Seattle School of Theology & Psychology (Seattle, WA)
The Southern Baptist Theological Seminary (Louisville, KY)
The Spa School (Columbus, OH)
The Temple Annapolis-A Paul Mitchell Partner School (Annapolis, MD)
The Temple-A Paul Mitchell Partner School (Frederick, MD)
The Training Domain (Fort Myers, FL)
The University of America (Temecula, CA)
The University of Findlay (Findlay, OH)
The University of Michigan-Ann Arbor (Ann Arbor, MI)
The University of Montana-Missoula (Missoula, MT)
The University of Montana-Western (Dillon, MT)
The University of North Carolina (Chapel Hill, NC)
The University of Tampa (Tampa, FL)
The University of Tennessee (Knoxville, TN)
The University of Tennessee Health Science Center (Memphis, TN)
The University of Tennessee System Office (Knoxville, TN)
The University of Tennessee-Chattanooga (Chattanooga, TN)
The University of Tennessee-Martin (Martin, TN)
The University of Texas Health Science Center at Houston (Houston, TX)
The University of Texas Health Science Center at San Antonio (San Antonio, TX)
The University of Texas MD Anderson Cancer Center (Houston, TX)
The University of Texas Medical Branch at Galveston (Galveston, TX)
The University of Texas Permian Basin (Odessa, TX)
The University of Texas Rio Grande Valley (Edinburg, TX)
The University of Texas System Office (Austin, TX)
The University of Texas at Arlington (Arlington, TX)
The University of Texas at Austin (Austin, TX)
The University of Texas at Dallas (Richardson, TX)
The University of Texas at El Paso (El Paso, TX)
The University of Texas at San Antonio (San Antonio, TX)
The University of Texas at Tyler (Tyler, TX)
The University of West Florida (Pensacola, FL)
The University of the Arts (Philadelphia, PA)
The University of the South (Sewanee, TN)
The Vocational Nursing Institute Inc (Houston, TX)
The Wright Institute (Berkeley, CA)
Theatre of Arts (Hollywood, CA)
Theological Seminary of the Reformed Episcopal Church (Blue Bell, PA)
Thiel College (Greenville, PA)
Thomas Aquinas College (Santa Paula, CA)
Thomas College (Waterville, ME)
Thomas Edison State University (Trenton, NJ)
Thomas Jefferson School of Law (San Diego, CA)
Thomas Jefferson University (Philadelphia, PA)
Thomas More College of Liberal Arts (Merrimack, NH)
Thomas More University (Crestview Hills, KY)
Thomas Nelson Community College (Hampton, VA)
Thomas University (Thomasville, GA)
Three Rivers College (Poplar Bluff, MO)
Three Rivers Community College (Norwich, CT)
Tidewater Community College (Norfolk, VA)
Tidewater Tech-Trades (Norfolk, VA)
Tiffin Academy of Hair Design (Tiffin, OH)
Tiffin University (Tiffin, OH)
Tillamook Bay Community College (Tillamook, OR)
Tint School of Makeup & Cosmetology (Irving, TX)
Tint School of Makeup & Cosmetology-Seattle (Seattle, WA)
Tint School of Makeup and Cosmetology-Dallas (Grand Prairie, TX)
Toccoa Falls College (Toccoa Falls, GA)
Tohono O'odham Community College (Sells, AZ)
Toledo Academy of Beauty Culture-East (OREGON, OH)
Toledo Public Schools Adult and Continuing Education (Toledo, OH)
Tom P Haney Technical Center (Panama City, FL)
Tomorrow's Image Barber And Beauty Academy of Virginia (Newport News, VA)
Tompkins Cortland Community College (Dryden, NY)
Toni & Guy Hairdressing Academy-Albuquerque (Albuquerque, NM)
Toni & Guy Hairdressing Academy-Atlanta (Marietta, GA)
Toni & Guy Hairdressing Academy-Colorado Springs (Colorado Springs, CO)
Toni & Guy Hairdressing Academy-Cranston (Cranston, RI)
Toni & Guy Hairdressing Academy-Idaho (Coeur D'Alene, ID)
Toni & Guy Hairdressing Academy-Plano (Plano, TX)
Toni & Guy Hairdressing Academy-Rio Rancho (Rio Rancho, NM)
Toni & Guy Hairdressing Academy-Shoreline (Shoreline, WA)
Toni & Guy Hairdressing Academy-Worcester (Worcester, MA)
Tonsorial Arts Barber College (Texarkana, TX)
Tooele Technical College (Tooele, UT)
Top Nails & Hair Beauty School (Taylorsville, UT)
Top of the Line Barber College (Charleston, SC)
Torah Temimah Talmudical Seminary (Staten Island, NY)
Total Beauty Institute (Jacksonville, FL)
Total Image Beauty Academy (Union City, NJ)
Total Transformation Institute of Cosmetology (San Marcos, TX)
Totally Cosmo School of Modern Cosmetology (Broken Bow, OK)
Tougaloo College (Tougaloo, MS)
Touro College (New York, NY)
Touro University California (Vallejo, CA)
Touro University Nevada (Henderson, NV)
Touro University Worldwide (Los Alamitos, CA)
Towson University (Towson, MD)
Transitions Career Institute School of Nursing (Flushing, NY)
Transylvania University (Lexington, KY)
Traviss Technical College (Lakeland, FL)
Traxlers School of Hair (Jackson, MS)
Treasure Coast Technical College (Vero Beach, FL)
Treasure Valley Community College (Ontario, OR)
Trend Barber College (Houston, TX)
Trend Barber College (Houston, TX)
Trend Setters School (Cape Girardeau, MO)
Trendsetters School of Beauty & Barbering (Jacksonville, FL)
Trevecca Nazarene University (Nashville, TN)
Tri County Regional Vocational Technical High School (Franklin, MA)
Tri-Community Adult Education (Covina, CA)
Tri-County Adult Career Center (Nelsonville, OH)
Tri-County Community College (Murphy, NC)
Tri-County Technical College (Pendleton, SC)
Tri-Rivers Career Center (Marion, OH)
Tri-State Barber College (Ashland, KY)
Tri-State Bible College (South Point, OH)
Tri-State Cosmetology Institute (El Paso, TX)
Triangle Tech Inc-Bethlehem (Bethlehem, PA)
Triangle Tech Inc-Dubois (Falls Creek, PA)
Triangle Tech Inc-Greensburg (Greensburg, PA)
Triangle Tech Inc-Pittsburgh (Pittsburgh, PA)
Triangle Tech Inc-Sunbury (Sunbury, PA)
Triangle Tech-Chambersburg (Chambersburg, PA)
Tricoci University of Beauty Culture-Highland (Highland, IN)
Tricoci University of Beauty Culture-Indianapolis (Indianapolis, IN)
Tricoci University of Beauty Culture-Lafayette (Lafayette, IN)
Tricoci University of Beauty Cuture LLC-Bloomington (Bloomington, IN)
Trident Technical College (Charleston, SC)
Trident University International (Cypress, CA)
Trine University (Angola, IN)
Trine University-Regional/Non-Traditional Campuses (Fort Wayne, IN)
Trinidad State Junior College (Trinidad, CO)
Trinity Baptist College (Jacksonville, FL)
Trinity College (Hartford, CT)
Trinity College of Florida (Trinity, FL)
Trinity College of Puerto Rico (Ponce, PR)
Trinity Episcopal School for Ministry (Ambridge, PA)
Trinity Health System School of Nursing (Steubenville, OH)
Trinity International University-Florida (Miami, FL)
Trinity Law School (Santa Ana, CA)
Trinity University (San Antonio, TX)
Trinity Valley Community College (Athens, TX)
Trinity Washington University (Washington, DC)
Trocaire College (Buffalo, NY)
Troy University (Troy, AL)
Truckee Meadows Community College (Reno, NV)
Truett McConnell University (Cleveland, GA)
Truman State University (Kirksville, MO)
Trumbull Career & Technical Center (Warren, OH)
Tucson College of Beauty (Tucson, AZ)
Tufts University (Medford, MA)
Tulane University (New Orleans, LA)
Tulsa Community College (Tulsa, OK)
Tulsa Technology Center (Tulsa, OK)
Tulsa Welding School-Houston (Houston, TX)
Tulsa Welding School-Jacksonville (Jacksonville, FL)
Tulsa Welding School-Jacksonville (Jacksonville, FL)
Tulsa Welding School-Tulsa (Tulsa, OK)
Tunxis Community College (Farmington, CT)
Turning Point Beauty College (Casa Grande, AZ)
Tusculum University (Greeneville, TN)
Tuskegee University (Tuskegee, AL)
Twin City Beauty College (Saint Joseph, MI)
Tyler Junior College (Tyler, TX)
U S Grant Joint Vocational School (Bethel, OH)
U.S. Truck Driver Training School (Sterling Heights, MI)
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya (La Joya, TX)
UCAS University of Cosemtology Arts & Sciences-McAllen (McAllen, TX)
UCAS University of Cosmetology Arts & Sciences (San Antonio, TX)
UCAS University of Cosmetology Arts & Sciences-Harlingen (Harlingen, TX)
UCAS University of Cosmetology Arts & Sciences-San Antonio 410 (San Antonio, TX)
UEI College-Bakersfield (Bakersfield, CA)
UEI College-Fresno (Fresno, CA)
UEI College-Gardena (Gardena, CA)
UEI College-Riverside (Riverside, CA)
UEI College-Sacramento (Sacramento, CA)
UPMC Jameson School of Nursing (New Castle, PA)
UPMC Mercy School of Nursing (Pittsburgh, PA)
UPMC Shadyside School of Nursing (Pittsburgh, PA)
UPMC St. Margaret School of Nursing (Pittsburgh, PA)
UR Beauty & Barber Academy (Sebring, FL)
Uintah Basin Technical College (Roosevelt, UT)
Ukiah Adult School (Ukiah, CA)
Ulster BOCES-School of Practical Nursing (Port Ewen, NY)
Ulster County Community College (Stone Ridge, NY)
Ultimate Medical Academy (Clearwater, FL)
Ultrasound Medical Institute (Royal Palm Beach, FL)
Umpqua Community College (Roseburg, OR)
Unification Theological Seminary (New York, NY)
Union Bible College (Westfield, IN)
Union College (Barbourville, KY)
Union College (Lincoln, NE)
Union College (Schenectady, NY)
Union County College (Cranford, NJ)
Union County Vocational Technical School (Scotch Plains, NJ)
Union Institute & University (Cincinnati, OH)
Union Presbyterian Seminary (Richmond, VA)
Union Theological Seminary in the City of New York (New York, NY)
Union University (Jackson, TN)
Unitech Training Academy-Alexandria (Alexandria, LA)
Unitech Training Academy-Baton Rouge (Baton Rouge, LA)
Unitech Training Academy-Houma (Houma, LA)
Unitech Training Academy-Lafayette (Lafayette, LA)
Unitech Training Academy-Lake Charles (Lake Charles, LA)
Unitech Training Academy-New Orleans (New Orleans, LA)
Unitech Training Academy-West Monroe (West Monroe, LA)
United Beauty College (Denver, CO)
United Education Institute - UEI College - Phoenix (Phoenix, AZ)
United Education Institute-Anaheim (Anaheim, CA)
United Education Institute-Chula Vista (Chula Vista, CA)
United Education Institute-Encino (Encino, CA)
United Education Institute-Huntington Park Campus (Huntington Park, CA)
United Education Institute-Morrow (Morrow, GA)
United Education Institute-Ontario (Ontario, CA)
United Education Institute-UEI College San Marcos (San Marcos, CA)
United Education Institute-UEI College Stockton (Stockton, CA)
United Education Institute-West Covina (West Covina, CA)
United International College (Miramar, FL)
United Lutheran Seminary (Gettysburg, PA)
United States Air Force Academy (USAF Academy, CO)
United States Coast Guard Academy (New London, CT)
United States Merchant Marine Academy (Kings Point, NY)
United States Military Academy (West  Point, NY)
United States Naval Academy (Annapolis, MD)
United States Sports Academy (Daphne, AL)
United States University (San Diego, CA)
United Talmudical Seminary (Brooklyn, NY)
United Technical Center (Clarksburg, WV)
United Theological Seminary (Dayton, OH)
Unitek College (Fremont, CA)
Unitek College (Hayward, CA)
Unitek College (South San Francisco, CA)
Unity College (Unity, ME)
Universal Career School (Sweetwater, FL)
Universal College of Beauty Inc-Los Angeles 2 (Los Angeles, CA)
Universal College of Healing Arts (Omaha, NE)
Universal Healthcare Careers College (Los Angeles, CA)
Universal Technical Institute of Arizona Inc (Avondale, AZ)
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division (Phoenix, AZ)
Universal Technical Institute of California Inc (Rancho Cucamonga, CA)
Universal Technical Institute of Massachusetts Inc (Norwood, MA)
Universal Technical Institute of Northern California Inc (Sacramento, CA)
Universal Technical Institute of Pennsylvania Inc (Exton, PA)
Universal Technical Institute of Texas Inc. (Houston, TX)
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando (Orlando, FL)
Universal Technical Institute-Bloomfield (Bloomfield, NJ)
Universal Technical Institute-Dallas Fort Worth (Irving, TX)
Universal Technical Institute-Southern California (Long Beach, CA)
Universal Technology College of Puerto Rico (Aguadilla, PR)
Universal Therapeutic Massage Institute (Albuquerque, NM)
Universal Training Institute (Perth Amboy, NJ)
Universidad Adventista de las Antillas (Mayaguez, PR)
Universidad Ana G. Mendez-Carolina Campus (Carolina, PR)
Universidad Ana G. Mendez-Cupey Campus (San Juan, PR)
Universidad Ana G. Mendez-Gurabo Campus (Gurabo, PR)
Universidad Ana G. Mendez-Online Campus (San Juan, PR)
Universidad Central Del Caribe (Bayamon, PR)
Universidad Central de Bayamon (Bayam?n, PR)
Universidad Pentecostal Mizpa (Rio Piedras, PR)
Universidad Politecnica de Puerto Rico (Hato Rey, PR)
Universidad Teologica del Caribe (Trujillo Alto, PR)
Universidad del Sagrado Corazon (Santurce, PR)
University Academy of Hair Design (Tuscaloosa, AL)
University System of Maryland (Baltimore, MD)
University System of Maryland-Research Centers (Baltimore, MD)
University System of New Hampshire System Office (Concord, NH)
University and Community College Sys of Nv-Sys Off (Reno, NV)
University of Advancing Technology (Tempe, AZ)
University of Akron Main Campus (Akron, OH)
University of Akron Wayne College (Orrville, OH)
University of Alabama (Tuscaloosa, AL)
University of Alabama In Huntsville (Huntsville, AL)
University of Alabama System Office (Tuscaloosa, AL)
University of Alabama at Birmingham (Birmingham, AL)
University of Alaska Anchorage (Anchorage, AK)
University of Alaska Fairbanks (Fairbanks, AK)
University of Alaska Southeast (Juneau, AK)
University of Alaska System of Higher Education (Fairbanks, AK)
University of Antelope Valley (Lancaster, CA)
University of Arizona (Tucson, AZ)
University of Arizona-Sierra Vista (Sierra Vista, AZ)
University of Arkansas Community College Rich Mountain (Mena, AR)
University of Arkansas Community College-Batesville (Batesville, AR)
University of Arkansas Community College-Morrilton (Morrilton, AR)
University of Arkansas Hope-Texarkana (Hope, AR)
University of Arkansas Main Campus (Fayetteville, AR)
University of Arkansas System Office (Little Rock, AR)
University of Arkansas System eVersity (Little Rock, AR)
University of Arkansas at Little Rock (Little Rock, AR)
University of Arkansas at Monticello (Monticello, AR)
University of Arkansas at Pine Bluff (Pine Bluff, AR)
University of Arkansas for Medical Sciences (Little Rock, AR)
University of Arkansas-Fort Smith (Fort Smith, AR)
University of Arkansas-Pulaski Technical College (North Little Rock, AR)
University of Baltimore (Baltimore, MD)
University of Bridgeport (Bridgeport, CT)
University of California System (Oakland, CA)
University of California-Berkeley (Berkeley, CA)
University of California-Davis (Davis, CA)
University of California-Hastings College of Law (San Francisco, CA)
University of California-Irvine (Irvine, CA)
University of California-Los Angeles (Los Angeles, CA)
University of California-Merced (Merced, CA)
University of California-Riverside (Riverside, CA)
University of California-San Diego (La Jolla, CA)
University of California-San Francisco (San Francisco, CA)
University of California-Santa Barbara (Santa Barbara, CA)
University of California-Santa Cruz (Santa Cruz, CA)
University of Central Arkansas (Conway, AR)
University of Central Florida (Orlando, FL)
University of Central Missouri (Warrensburg, MO)
University of Central Oklahoma (Edmond, OK)
University of Charleston (Charleston, WV)
University of Cincinnati-Blue Ash College (Blue Ash, OH)
University of Cincinnati-Clermont College (Batavia, OH)
University of Cincinnati-Main Campus (Cincinnati, OH)
University of Colorado System Office (Denver, CO)
University of Colorado at Colorado Springs (Colorado Springs, CO)
University of Colorado at Denver (Denver, CO)
University of Colorado-Boulder (Boulder, CO)
University of Connecticut (Storrs, CT)
University of Connecticut-Avery Point (Groton, CT)
University of Connecticut-Hartford Campus (Hartford, CT)
University of Connecticut-Stamford (Stamford, CT)
University of Connecticut-Waterbury Campus (Waterbury, CT)
University of Dallas (Irving, TX)
University of Dayton (Dayton, OH)
University of Delaware (Newark, DE)
University of Denver (Denver, CO)
University of Detroit Mercy (Detroit, MI)
University of East-West Medicine (Sunnyvale, CA)
University of Evansville (Evansville, IN)
University of Florida (Gainesville, FL)
University of Florida-Online (Gainesville, FL)
University of Fort Lauderdale (Lauderhill, FL)
University of Georgia (Athens, GA)
University of Guam (Mangilao, GU)
University of Hartford (West Hartford, CT)
University of Hawaii Maui College (Kahului, HI)
University of Hawaii System Office (Honolulu, HI)
University of Hawaii at Hilo (Hilo, HI)
University of Hawaii at Manoa (Honolulu, HI)
University of Hawaii-West Oahu (Kapolei, HI)
University of Health Sciences and Pharmacy in St. Louis (Saint Louis, MO)
University of Holy Cross (New Orleans, LA)
University of Houston-Clear Lake (Houston, TX)
University of Houston-Downtown (Houston, TX)
University of Houston-System Administration (Houston, TX)
University of Houston-University Park (Houston, TX)
University of Houston-Victoria (Victoria, TX)
University of Idaho (Moscow, ID)
University of Indianapolis (Indianapolis, IN)
University of Kansas (Lawrence, KS)
University of Kentucky (Lexington, KY)
University of La Verne (La Verne, CA)
University of Louisiana System Administration (Baton Rouge, LA)
University of Louisiana at Lafayette (Lafayette, LA)
University of Louisiana at Monroe (Monroe, LA)
University of Louisville (Louisville, KY)
University of Lynchburg (Lynchburg, VA)
University of Maine (Orono, ME)
University of Maine System Central Office (Orono, ME)
University of Maine at Augusta (Augusta, ME)
University of Maine at Farmington (Farmington, ME)
University of Maine at Fort Kent (Fort Kent, ME)
University of Maine at Machias (Machias, ME)
University of Maine at Presque Isle (Presque Isle, ME)
University of Management and Technology (Arlington, VA)
University of Mary Hardin-Baylor (Belton, TX)
University of Mary Washington (Fredericksburg, VA)
University of Maryland (College Park, MD)
University of Maryland Eastern Shore (Princess Anne, MD)
University of Maryland Global Campus (Adelphi, MD)
University of Maryland-Baltimore (Baltimore, MD)
University of Maryland-Baltimore County (Baltimore, MD)
University of Massachusetts Medical School Worcester (Worcester, MA)
University of Massachusetts-Amherst (Amherst, MA)
University of Massachusetts-Boston (Boston, MA)
University of Massachusetts-Central Office (Boston, MA)
University of Massachusetts-Dartmouth (North Dartmouth, MA)
University of Massachusetts-Lowell (Lowell, MA)
University of Memphis (Memphis, TN)
University of Miami (Coral Gables, FL)
University of Michigan-Dearborn (Dearborn, MI)
University of Michigan-Flint (Flint, MI)
University of Mississippi Main Campus (University, MS)
University of Missouri-Columbia (Columbia, MO)
University of Missouri-Kansas City (Kansas City, MO)
University of Missouri-Rolla (Rolla, MO)
University of Missouri-St Louis (Saint Louis, MO)
University of Missouri-Systems Office (Columbia, MO)
University of Mobile (Mobile, AL)
University of Montevallo (Montevallo, AL)
University of Mount Olive (Mount Olive, NC)
University of Mount Union (Alliance, OH)
University of Nebraska (Omaha, NE)
University of Nebraska Central Admin System Office (Lincoln, NE)
University of Nebraska Medical Center (Omaha, NE)
University of Nebraska at Kearney (Kearney, NE)
University of Nebraska-Lincoln (Lincoln, NE)
University of Nevada-Las Vegas (Las Vegas, NV)
University of Nevada-Reno (Reno, NV)
University of New England (Biddeford, ME)
University of New Hampshire at Manchester (Manchester, NH)
University of New Hampshire-Franklin Pierce School of Law (Concord, NH)
University of New Hampshire-Main Campus (Durham, NH)
University of New Haven (West Haven, CT)
University of New Mexico-Gallup Campus (Gallup, NM)
University of New Mexico-Los Alamos Campus (Los Alamos, NM)
University of New Mexico-Main Campus (Albuquerque, NM)
University of New Mexico-Taos Campus (Ranchos de Taos, NM)
University of New Mexico-Valencia County Campus (Los Lunas, NM)
University of New Orleans (New Orleans, LA)
University of North Alabama (Florence, AL)
University of North Carolina School of the Arts (Winston Salem, NC)
University of North Carolina at Asheville (Asheville, NC)
University of North Carolina at Charlotte (Charlotte, NC)
University of North Carolina at Greensboro (Greensboro, NC)
University of North Carolina at Pembroke (Pembroke, NC)
University of North Carolina-Wilmington (Wilmington, NC)
University of North Florida (Jacksonville, FL)
University of North Georgia (Dahlonega, GA)
University of North Texas (Denton, TX)
University of North Texas Health Science Center (Fort Worth, TX)
University of North Texas System (Dallas, TX)
University of North Texas at Dallas (Dallas, TX)
University of Northern Colorado (Greeley, CO)
University of Northwestern Ohio (Lima, OH)
University of Notre Dame (Notre Dame, IN)
University of Oklahoma Norman Campus (Norman, OK)
University of Oklahoma-Health Sciences Center (Oklahoma City, OK)
University of Oregon (Eugene, OR)
University of Pennsylvania (Philadelphia, PA)
University of Phoenix-Arizona (Phoenix, AZ)
University of Phoenix-California (Ontario, CA)
University of Phoenix-Florida (Miramar, FL)
University of Phoenix-Georgia (Atlanta, GA)
University of Phoenix-Hawaii (Kapolei, HI)
University of Phoenix-Michigan (Southfield, MI)
University of Phoenix-Nevada (Las Vegas, NV)
University of Phoenix-New Jersey (Jersey City, NJ)
University of Phoenix-New Mexico (Albuquerque, NM)
University of Phoenix-North Carolina (Charlotte, NC)
University of Phoenix-Pennsylvania (Philadelphia, PA)
University of Phoenix-Texas (Houston, TX)
University of Phoenix-Utah (Salt Lake City, UT)
University of Phoenix-Virginia (Virginia Beach, VA)
University of Phoenix-Washington (Tukwila, WA)
University of Pikeville (Pikeville, KY)
University of Pittsburgh (Pittsburgh, PA)
University of Pittsburgh-Bradford (Bradford, PA)
University of Pittsburgh-Greensburg (Greensburg, PA)
University of Pittsburgh-Johnstown (Johnstown, PA)
University of Pittsburgh-Titusville (Titusville, PA)
University of Portland (Portland, OR)
University of Providence (Great Falls, MT)
University of Puerto Rico-Aguadilla (Aguadilla, PR)
University of Puerto Rico-Arecibo (Arecibo, PR)
University of Puerto Rico-Bayamon (Bayamon, PR)
University of Puerto Rico-Carolina (Carolina, PR)
University of Puerto Rico-Cayey (Cayey, PR)
University of Puerto Rico-Central Administration (San Juan, PR)
University of Puerto Rico-Humacao (Humacao, PR)
University of Puerto Rico-Mayaguez (Mayaguez, PR)
University of Puerto Rico-Medical Sciences (San Juan, PR)
University of Puerto Rico-Ponce (Ponce, PR)
University of Puerto Rico-Rio Piedras Campus (San Juan, PR)
University of Puerto Rico-Utuado (Utuado, PR)
University of Puget Sound (Tacoma, WA)
University of Redlands (Redlands, CA)
University of Redlands Graduate School of Theology (San Anselmo, CA)
University of Rhode Island (Kingston, RI)
University of Richmond (University of Richmond, VA)
University of Rio Grande (Rio Grande, OH)
University of Rochester (Rochester, NY)
University of Saint Francis-Fort Wayne (Fort Wayne, IN)
University of Saint Joseph (West Hartford, CT)
University of Saint Katherine (San Marcos, CA)
University of Saint Mary (Leavenworth, KS)
University of San Diego (San Diego, CA)
University of San Francisco (San Francisco, CA)
University of Science and Arts of Oklahoma (Chickasha, OK)
University of Scranton (Scranton, PA)
University of South Alabama (Mobile, AL)
University of South Carolina Aiken (Aiken, SC)
University of South Carolina Beaufort (Bluffton, SC)
University of South Carolina at Columbia (Columbia, SC)
University of South Carolina-Lancaster (Lancaster, SC)
University of South Carolina-Salkehatchie (Allendale, SC)
University of South Carolina-Sumter (Sumter, SC)
University of South Carolina-Union (Union, SC)
University of South Carolina-Upstate (Spartanburg, SC)
University of South Florida (Tampa, FL)
University of South Florida-Sarasota-Manatee (Sarasota, FL)
University of South Florida-St Petersburg (St. Petersburg, FL)
University of Southern California (Los Angeles, CA)
University of Southern Colorado (Pueblo, CO)
University of Southern Indiana (Evansville, IN)
University of Southern Maine (Portland, ME)
University of Southern Mississippi (Hattiesburg, MS)
University of St Thomas (Houston, TX)
University of St. Augustine for Health Sciences (San Marcos, CA)
University of Texas Health Science Center at Tyler (Tyler, TX)
University of Texas Southwestern Medical Center (Dallas, TX)
University of The Pacific (Stockton, CA)
University of Toledo (Toledo, OH)
University of Tulsa (Tulsa, OK)
University of Utah (Salt Lake City, UT)
University of Valley Forge (Phoenixville, PA)
University of Vermont and State Agricultural Coll (Burlington, VT)
University of Virginia (Charlottesville, VA)
University of Virginias College at Wise The (Wise, VA)
University of Washington (Seattle, WA)
University of Washington Tacoma Campus (Tacoma, WA)
University of Washington-Bothell Campus (Bothell, WA)
University of West Alabama (Livingston, AL)
University of West Georgia (Carrollton, GA)
University of West Los Angeles (Inglewood, CA)
University of West Los Angeles - Chatsworth (Chatsworth, CA)
University of Western States (Portland, OR)
University of Wyoming (Laramie, WY)
University of the Cumberlands (Williamsburg, KY)
